T_ANALF15M,T_ATRASO_2_BASICO,T_FUND18M,AGUA_ESGOTO,T_DENS,T_LIXO,GINI,PPOB,T_FUNDIN18MINF,P_FORMAL,T_DES18M,RAZDEP,IDHM
9.84,20.3,34.91,3.17,43.69,68.63,0.46,52.22,45.6,60.39,18.17,57.33,0.578
8.55,20.3,34.91,3.17,43.69,68.63,0.46,52.22,45.6,60.39,18.17,14.83,0.578
14.43,26.69,18.2,8.83,60.09,70.47,0.42,69.1,59.14,56.55,21.05,84.76,0.485
9.47,27.79,28.81,8.31,44.69,61.28,0.39,55.35,48.96,59.92,20.31,58.99,0.542
8.19,26.48,31.12,4.25,41.81,66.62,0.38,46.77,42.49,65.82,20.08,52.27,0.577
7.02,18.75,33.11,0.77,39.13,85.95,0.47,43.09,46.75,63.87,18.67,50.29,0.614
12.01,24.42,33.58,2.86,34.68,89.23,0.49,43.41,49.36,55.25,17.51,43.77,0.613
8.25,26.48,31.12,4.25,41.81,66.62,0.38,46.77,42.49,65.82,20.08,56.53,0.577
11.59,26.09,20.17,18.57,52.2,63.88,0.41,64.35,52.32,63.85,19.77,56.22,0.501
9.03,20.42,29.15,4.16,50.92,86.33,0.41,55.58,50.66,59.14,22.09,53.23,0.568
11.06,41.42,25.11,2.27,39.41,96.22,0.45,49.52,53.43,59.84,11.24,54.33,0.553
16.52,24.86,14.85,7.44,31.34,53.91,0.46,61.15,74.28,27.6,2.33,51.58,0.501
3.67,13.1,60.06,0.6,18.93,97.8,0.52,21.72,29.61,66.92,14.53,42.04,0.76
2.25,13.1,60.06,0.6,18.93,97.8,0.52,21.72,29.61,66.92,14.53,35.32,0.76
22.7,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,76.96,0.615
9.61,29.56,26.72,4.74,50.17,53.01,0.43,58.99,49.08,67.42,20.0,59.02,0.53
11.46,22.89,27.77,5.41,53.34,73.13,0.39,60.63,45.82,65.04,18.25,56.77,0.545
6.0,18.37,43.43,0.0,39.81,99.14,0.44,38.93,39.87,67.89,16.38,48.23,0.641
5.79,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,48.29,0.615
9.35,29.56,26.72,4.74,50.17,53.01,0.43,58.99,49.08,67.42,20.0,53.57,0.53
9.64,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,47.28,0.615
18.42,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,65.98,0.615
12.81,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,52.59,0.615
15.28,17.56,51.06,1.46,31.22,89.73,0.45,32.66,35.71,73.86,16.36,67.12,0.682
9.24,13.1,60.06,0.6,18.93,97.8,0.52,21.72,29.61,66.92,14.53,55.4,0.76
2.5,13.1,60.06,0.6,18.93,97.8,0.52,21.72,29.61,66.92,14.53,46.48,0.76
11.15,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,55.66,0.615
13.98,29.56,26.72,4.74,50.17,53.01,0.43,58.99,49.08,67.42,20.0,62.21,0.53
4.32,17.56,51.06,1.46,31.22,89.73,0.45,32.66,35.71,73.86,16.36,43.22,0.682
11.14,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,54.92,0.615
7.08,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,49.06,0.615
8.17,17.56,51.06,1.46,31.22,89.73,0.45,32.66,35.71,73.86,16.36,50.85,0.682
7.8,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,55.37,0.615
14.69,19.66,37.13,3.91,42.24,86.53,0.43,45.33,45.16,63.35,17.27,62.32,0.615
7.81,29.56,26.72,4.74,50.17,53.01,0.43,58.99,49.08,67.42,20.0,61.93,0.53
4.32,17.49,52.11,1.09,28.12,93.28,0.5,28.46,34.82,63.91,14.47,44.63,0.697
8.96,26.94,18.88,10.55,55.53,64.08,0.45,68.21,57.04,58.95,22.83,66.49,0.48
15.41,26.94,18.88,10.55,55.53,64.08,0.45,68.21,57.04,58.95,22.83,53.8,0.48
10.23,20.97,19.66,11.85,61.26,65.25,0.43,71.24,54.83,63.16,25.39,45.63,0.483
4.59,14.47,45.48,0.7,31.83,97.08,0.46,33.77,38.03,67.53,18.85,44.66,0.672
13.12,24.79,35.82,6.7,46.21,87.02,0.45,53.22,44.18,62.29,18.79,60.49,0.596
9.25,24.79,35.82,6.7,46.21,87.02,0.45,53.22,44.18,62.29,18.79,59.07,0.596
14.12,26.94,18.88,10.55,55.53,64.08,0.45,68.21,57.04,58.95,22.83,59.19,0.48
5.75,17.31,33.22,3.96,43.33,90.01,0.44,47.99,45.76,67.66,18.65,54.26,0.6
12.07,24.79,35.82,6.7,46.21,87.02,0.45,53.22,44.18,62.29,18.79,48.8,0.596
8.18,17.31,33.22,3.96,43.33,90.01,0.44,47.99,45.76,67.66,18.65,51.1,0.6
16.02,20.97,19.66,11.85,61.26,65.25,0.43,71.24,54.83,63.16,25.39,64.85,0.483
9.08,24.79,35.82,6.7,46.21,87.02,0.45,53.22,44.18,62.29,18.79,46.71,0.596
14.29,26.94,18.88,10.55,55.53,64.08,0.45,68.21,57.04,58.95,22.83,69.94,0.48
8.42,24.1,34.57,1.39,45.22,92.3,0.4,59.93,45.67,61.02,25.42,55.08,0.558
7.34,20.97,19.66,11.85,61.26,65.25,0.43,71.24,54.83,63.16,25.39,57.87,0.483
13.68,20.97,19.66,11.85,61.26,65.25,0.43,71.24,54.83,63.16,25.39,60.61,0.483
13.02,26.94,18.88,10.55,55.53,64.08,0.45,68.21,57.04,58.95,22.83,50.6,0.48
13.09,26.94,18.88,10.55,55.53,64.08,0.45,68.21,57.04,58.95,22.83,67.72,0.48
3.67,17.5,49.23,0.53,29.69,96.01,0.42,31.7,34.51,74.19,22.45,41.52,0.672
7.74,18.14,35.57,0.94,45.12,98.0,0.43,45.62,45.3,61.93,18.85,51.77,0.597
6.76,21.65,35.12,1.05,42.81,97.04,0.42,40.91,44.84,63.93,18.45,48.15,0.615
6.36,14.47,45.48,0.7,31.83,97.08,0.46,33.77,38.03,67.53,18.85,47.67,0.672
11.63,26.94,18.88,10.55,55.53,64.08,0.45,68.21,57.04,58.95,22.83,54.78,0.48
11.82,20.97,19.66,11.85,61.26,65.25,0.43,71.24,54.83,63.16,25.39,68.1,0.483
9.03,24.79,35.82,6.7,46.21,87.02,0.45,53.22,44.18,62.29,18.79,51.88,0.596
13.75,26.94,18.88,10.55,55.53,64.08,0.45,68.21,57.04,58.95,22.83,70.72,0.48
15.23,20.97,19.66,11.85,61.26,65.25,0.43,71.24,54.83,63.16,25.39,70.04,0.483
13.97,33.24,25.3,11.33,45.27,71.24,0.53,61.51,56.65,54.4,20.13,59.03,0.532
8.45,29.21,37.35,4.86,35.9,99.28,0.46,43.86,44.47,64.53,15.73,54.26,0.627
8.86,26.71,33.13,2.46,38.9,94.07,0.44,47.09,48.61,61.37,17.69,53.68,0.588
14.21,35.39,19.37,7.48,42.62,61.92,0.51,65.13,70.73,29.59,5.63,55.92,0.515
12.47,24.95,30.22,1.21,44.23,82.74,0.42,55.7,48.45,66.54,19.91,54.63,0.577
12.0,32.61,24.47,7.44,54.12,65.22,0.41,64.64,52.06,64.24,23.5,58.76,0.519
6.84,24.95,30.22,1.21,44.23,82.74,0.42,55.7,48.45,66.54,19.91,54.68,0.577
9.95,24.95,30.22,1.21,44.23,82.74,0.42,55.7,48.45,66.54,19.91,50.6,0.577
15.67,32.61,24.47,7.44,54.12,65.22,0.41,64.64,52.06,64.24,23.5,62.79,0.519
2.89,13.1,60.06,0.6,18.93,97.8,0.52,21.72,29.61,66.92,14.53,41.45,0.76
4.05,16.99,43.1,1.69,32.65,91.47,0.44,37.09,37.94,68.55,16.44,44.76,0.661
7.88,16.99,43.1,1.69,32.65,91.47,0.44,37.09,37.94,68.55,16.44,45.94,0.661
18.91,16.99,43.1,1.69,32.65,91.47,0.44,37.09,37.94,68.55,16.44,40.94,0.661
13.08,32.61,24.47,7.44,54.12,65.22,0.41,64.64,52.06,64.24,23.5,65.62,0.519
8.37,16.99,43.1,1.69,32.65,91.47,0.44,37.09,37.94,68.55,16.44,52.36,0.661
11.17,24.95,30.22,1.21,44.23,82.74,0.42,55.7,48.45,66.54,19.91,61.82,0.577
9.32,25.23,40.93,1.27,24.82,94.1,0.46,41.59,50.54,45.33,8.3,52.64,0.671
3.67,14.95,61.89,0.0,16.7,100.0,0.37,15.16,26.03,73.48,6.35,39.37,0.736
5.54,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,42.44,0.653
7.73,17.61,42.84,0.58,35.37,97.23,0.34,34.27,35.77,70.71,10.76,48.87,0.637
8.73,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,47.44,0.653
5.32,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,43.99,0.653
7.19,19.36,50.79,0.59,28.94,98.88,0.37,23.48,31.82,71.79,7.54,49.74,0.685
6.74,17.61,42.84,0.58,35.37,97.23,0.34,34.27,35.77,70.71,10.76,44.47,0.637
8.81,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,45.43,0.653
3.7,19.36,50.79,0.59,28.94,98.88,0.37,23.48,31.82,71.79,7.54,48.49,0.685
6.5,17.61,42.84,0.58,35.37,97.23,0.34,34.27,35.77,70.71,10.76,43.47,0.637
6.6,17.61,42.84,0.58,35.37,97.23,0.34,34.27,35.77,70.71,10.76,45.21,0.637
3.64,19.36,50.79,0.59,28.94,98.88,0.37,23.48,31.82,71.79,7.54,43.72,0.685
9.36,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,42.35,0.653
10.51,19.36,50.79,0.59,28.94,98.88,0.37,23.48,31.82,71.79,7.54,47.04,0.685
2.05,14.6,69.18,0.0,18.31,100.0,0.42,11.37,21.29,76.9,6.73,34.78,0.779
1.47,12.38,74.08,0.0,12.96,99.7,0.41,5.84,18.42,75.42,5.29,35.25,0.821
3.4,15.05,61.72,0.0,19.51,99.86,0.39,15.8,26.33,72.69,6.0,41.35,0.752
2.89,14.8,62.0,0.0,17.44,99.7,0.39,12.91,25.3,76.05,5.13,39.12,0.749
2.95,16.03,62.28,0.53,22.53,100.0,0.36,12.84,21.54,80.02,5.67,40.29,0.741
4.06,16.03,62.28,0.53,22.53,100.0,0.36,12.84,21.54,80.02,5.67,36.12,0.741
5.91,19.36,50.79,0.59,28.94,98.88,0.37,23.48,31.82,71.79,7.54,42.32,0.685
5.29,19.36,50.79,0.59,28.94,98.88,0.37,23.48,31.82,71.79,7.54,40.84,0.685
3.9,19.36,50.79,0.59,28.94,98.88,0.37,23.48,31.82,71.79,7.54,36.56,0.685
3.18,15.05,61.72,0.0,19.51,99.86,0.39,15.8,26.33,72.69,6.0,40.64,0.752
2.88,15.05,61.72,0.0,19.51,99.86,0.39,15.8,26.33,72.69,6.0,38.18,0.752
0.89,11.0,85.41,0.0,5.97,100.0,0.49,2.56,10.81,78.88,5.23,37.21,0.894
1.35,12.38,74.08,0.0,12.96,99.7,0.41,5.84,18.42,75.42,5.29,34.41,0.821
0.38,7.9,94.59,0.0,1.17,100.0,0.53,1.15,2.9,76.57,4.65,32.08,0.944
0.31,3.92,94.62,0.0,0.4,99.82,0.52,1.74,3.33,80.68,4.62,36.87,0.954
0.6,9.7,89.27,0.0,5.25,100.0,0.5,3.88,8.01,73.76,5.58,31.95,0.913
0.3,3.75,94.86,0.28,2.45,100.0,0.45,1.24,3.89,75.84,4.57,31.28,0.939
0.57,6.54,91.21,0.0,1.69,99.89,0.51,1.02,5.45,72.59,5.52,37.54,0.939
9.11,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,61.35,0.617
7.1,20.8,56.21,0.0,26.7,100.0,0.41,23.47,28.92,76.47,3.61,40.82,0.71
11.61,22.74,43.16,0.23,33.95,99.88,0.49,33.27,31.77,75.85,4.63,42.99,0.683
8.71,22.74,43.16,0.23,33.95,99.88,0.49,33.27,31.77,75.85,4.63,47.82,0.683
8.66,20.91,42.94,0.0,31.46,98.98,0.39,33.01,31.83,75.71,5.99,48.13,0.665
0.37,4.71,93.96,0.0,2.09,99.76,0.46,0.09,4.19,77.5,2.51,35.99,0.946
0.43,4.55,94.05,0.0,3.43,100.0,0.49,0.93,4.12,76.24,4.44,34.43,0.951
0.4,8.14,94.75,0.0,0.57,100.0,0.48,1.53,3.33,80.87,3.4,35.61,0.955
0.18,9.62,93.47,0.0,1.23,100.0,0.51,2.89,2.55,71.73,3.48,33.81,0.951
0.41,9.62,93.47,0.0,1.23,100.0,0.51,2.89,2.55,71.73,3.48,48.84,0.951
0.89,10.76,88.4,0.05,5.48,100.0,0.57,3.29,8.01,74.94,5.09,34.89,0.907
0.72,7.98,81.09,0.0,8.44,100.0,0.53,4.84,14.55,75.79,5.72,34.88,0.882
6.81,19.32,63.0,0.0,21.43,99.68,0.42,16.57,24.49,74.49,7.65,38.76,0.761
7.11,18.85,49.75,1.14,36.56,99.32,0.35,28.38,30.41,76.25,5.45,35.56,0.682
2.7,19.32,63.0,0.0,21.43,99.68,0.42,16.57,24.49,74.49,7.65,42.1,0.761
4.8,19.32,63.0,0.0,21.43,99.68,0.42,16.57,24.49,74.49,7.65,45.95,0.761
7.81,18.85,49.75,1.14,36.56,99.32,0.35,28.38,30.41,76.25,5.45,46.47,0.682
2.71,19.32,63.0,0.0,21.43,99.68,0.42,16.57,24.49,74.49,7.65,39.41,0.761
3.41,19.32,63.0,0.0,21.43,99.68,0.42,16.57,24.49,74.49,7.65,42.71,0.761
1.6,11.56,76.47,0.0,13.33,99.76,0.48,7.31,17.68,72.05,5.65,40.03,0.838
1.52,11.56,76.47,0.0,13.33,99.76,0.48,7.31,17.68,72.05,5.65,42.07,0.838
1.49,11.56,76.47,0.0,13.33,99.76,0.48,7.31,17.68,72.05,5.65,37.28,0.838
0.77,11.56,76.47,0.0,13.33,99.76,0.48,7.31,17.68,72.05,5.65,38.92,0.838
1.74,19.8,69.56,0.0,17.03,99.74,0.45,9.0,21.34,75.96,4.69,37.6,0.801
2.51,19.8,69.56,0.0,17.03,99.74,0.45,9.0,21.34,75.96,4.69,39.89,0.801
7.22,18.85,49.75,1.14,36.56,99.32,0.35,28.38,30.41,76.25,5.45,39.41,0.682
4.23,18.85,49.75,1.14,36.56,99.32,0.35,28.38,30.41,76.25,5.45,47.33,0.682
8.84,17.52,39.88,0.77,41.85,93.83,0.42,39.78,37.79,72.73,8.18,49.56,0.65
5.79,18.85,49.75,1.14,36.56,99.32,0.35,28.38,30.41,76.25,5.45,44.15,0.682
11.19,18.85,49.75,1.14,36.56,99.32,0.35,28.38,30.41,76.25,5.45,39.96,0.682
12.28,18.85,49.75,1.14,36.56,99.32,0.35,28.38,30.41,76.25,5.45,43.9,0.682
11.47,18.85,49.75,1.14,36.56,99.32,0.35,28.38,30.41,76.25,5.45,43.47,0.682
5.93,18.85,49.75,1.14,36.56,99.32,0.35,28.38,30.41,76.25,5.45,44.44,0.682
0.73,10.76,88.4,0.05,5.48,100.0,0.57,3.29,8.01,74.94,5.09,30.74,0.907
0.44,5.01,91.51,0.0,1.32,100.0,0.45,2.47,6.32,77.72,7.55,31.04,0.915
0.41,11.0,85.41,0.0,5.97,100.0,0.49,2.56,10.81,78.88,5.23,30.26,0.894
0.39,11.0,85.41,0.0,5.97,100.0,0.49,2.56,10.81,78.88,5.23,28.65,0.894
1.04,13.87,77.62,0.0,8.07,100.0,0.47,5.44,15.85,75.28,5.99,36.11,0.851
1.47,13.87,77.62,0.0,8.07,100.0,0.47,5.44,15.85,75.28,5.99,37.37,0.851
2.85,25.61,60.26,0.0,26.09,100.0,0.43,19.65,25.98,78.91,7.3,40.84,0.729
5.1,22.74,43.16,0.23,33.95,99.88,0.49,33.27,31.77,75.85,4.63,45.94,0.683
6.12,19.36,50.79,0.59,28.94,98.88,0.37,23.48,31.82,71.79,7.54,42.2,0.685
4.52,20.8,56.21,0.0,26.7,100.0,0.41,23.47,28.92,76.47,3.61,39.25,0.71
0.46,13.87,77.62,0.0,8.07,100.0,0.47,5.44,15.85,75.28,5.99,31.1,0.851
1.78,18.06,69.29,0.0,17.41,100.0,0.54,11.82,20.53,73.2,4.58,37.36,0.814
1.92,18.06,69.29,0.0,17.41,100.0,0.54,11.82,20.53,73.2,4.58,37.06,0.814
2.28,18.06,69.29,0.0,17.41,100.0,0.54,11.82,20.53,73.2,4.58,38.67,0.814
1.32,18.06,69.29,0.0,17.41,100.0,0.54,11.82,20.53,73.2,4.58,38.31,0.814
2.12,18.06,69.29,0.0,17.41,100.0,0.54,11.82,20.53,73.2,4.58,40.54,0.814
1.88,11.45,67.89,0.0,17.13,100.0,0.42,11.45,22.24,74.91,9.26,39.73,0.791
2.57,11.45,67.89,0.0,17.13,100.0,0.42,11.45,22.24,74.91,9.26,34.81,0.791
1.74,11.45,67.89,0.0,17.13,100.0,0.42,11.45,22.24,74.91,9.26,31.75,0.791
3.25,12.37,61.51,0.0,23.99,100.0,0.45,13.09,25.43,75.43,6.32,39.33,0.762
4.78,16.55,54.03,0.17,26.46,98.57,0.42,22.56,27.24,74.55,7.2,39.29,0.713
6.28,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,51.97,0.653
9.71,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,44.24,0.617
8.02,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,38.73,0.653
5.45,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,41.76,0.653
9.37,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,52.27,0.653
5.56,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,41.79,0.617
10.03,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,39.62,0.617
13.0,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,59.29,0.617
8.04,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,46.47,0.617
9.11,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,46.56,0.653
8.28,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,51.66,0.617
5.71,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,47.74,0.653
7.24,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,40.72,0.653
5.62,20.88,46.38,1.55,28.71,97.44,0.34,35.75,32.04,74.11,8.47,42.57,0.653
0.61,13.5,87.94,0.0,6.88,100.0,0.49,3.07,9.43,73.16,5.23,27.01,0.89
1.2,13.5,87.94,0.0,6.88,100.0,0.49,3.07,9.43,73.16,5.23,29.4,0.89
1.23,8.43,83.01,0.0,7.0,100.0,0.47,4.0,12.1,75.0,4.37,34.26,0.874
1.45,13.69,76.3,0.0,11.3,100.0,0.47,5.24,18.09,71.28,4.29,42.93,0.831
4.85,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,38.69,0.661
4.2,22.74,43.16,0.23,33.95,99.88,0.49,33.27,31.77,75.85,4.63,44.96,0.683
7.89,21.8,57.98,0.0,23.04,99.76,0.43,24.63,28.98,71.93,8.53,43.73,0.714
10.76,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,49.29,0.661
8.42,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,40.98,0.661
10.25,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,50.0,0.661
10.73,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,46.88,0.661
9.55,17.52,39.88,0.77,41.85,93.83,0.42,39.78,37.79,72.73,8.18,50.25,0.65
7.28,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,49.08,0.661
2.76,17.52,39.88,0.77,41.85,93.83,0.42,39.78,37.79,72.73,8.18,52.17,0.65
8.41,22.74,43.16,0.23,33.95,99.88,0.49,33.27,31.77,75.85,4.63,53.11,0.683
4.76,21.8,57.98,0.0,23.04,99.76,0.43,24.63,28.98,71.93,8.53,42.8,0.714
2.86,13.86,57.34,0.0,20.57,100.0,0.42,17.72,28.31,71.76,6.73,40.39,0.747
2.23,13.86,57.34,0.0,20.57,100.0,0.42,17.72,28.31,71.76,6.73,39.68,0.747
2.58,13.86,57.34,0.0,20.57,100.0,0.42,17.72,28.31,71.76,6.73,38.2,0.747
3.46,13.71,67.25,0.0,19.33,99.66,0.42,9.24,21.7,72.17,6.4,36.47,0.783
2.44,13.71,67.25,0.0,19.33,99.66,0.42,9.24,21.7,72.17,6.4,36.05,0.783
1.71,13.71,67.25,0.0,19.33,99.66,0.42,9.24,21.7,72.17,6.4,38.52,0.783
2.14,13.71,67.25,0.0,19.33,99.66,0.42,9.24,21.7,72.17,6.4,39.14,0.783
2.3,14.81,61.67,0.0,20.15,100.0,0.42,17.58,26.28,72.22,6.01,39.61,0.764
1.69,13.69,76.3,0.0,11.3,100.0,0.47,5.24,18.09,71.28,4.29,36.25,0.831
0.63,13.69,76.3,0.0,11.3,100.0,0.47,5.24,18.09,71.28,4.29,31.46,0.831
1.92,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,36.9,0.832
1.48,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,35.14,0.832
1.19,13.71,67.25,0.0,19.33,99.66,0.42,9.24,21.7,72.17,6.4,32.5,0.783
1.25,13.5,87.94,0.0,6.88,100.0,0.49,3.07,9.43,73.16,5.23,35.64,0.89
1.04,8.85,84.78,0.0,5.75,100.0,0.48,6.31,11.28,73.53,3.96,34.37,0.885
5.09,14.81,61.67,0.0,20.15,100.0,0.42,17.58,26.28,72.22,6.01,39.83,0.764
1.59,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,36.22,0.832
3.18,17.54,66.78,0.05,19.02,99.88,0.42,12.41,22.32,72.5,6.51,36.59,0.774
0.58,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,35.69,0.832
3.45,16.29,55.51,0.0,23.71,99.63,0.42,19.64,27.48,75.66,6.9,39.39,0.725
7.01,19.22,46.47,0.64,33.78,98.87,0.38,35.73,33.9,71.78,8.95,41.8,0.664
5.68,16.29,55.51,0.0,23.71,99.63,0.42,19.64,27.48,75.66,6.9,46.47,0.725
7.7,16.28,52.54,0.37,28.23,99.61,0.4,25.04,29.7,74.21,8.57,46.34,0.717
2.9,16.28,52.54,0.37,28.23,99.61,0.4,25.04,29.7,74.21,8.57,43.76,0.717
10.3,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,62.36,0.617
5.14,16.28,52.54,0.37,28.23,99.61,0.4,25.04,29.7,74.21,8.57,42.9,0.717
3.39,21.8,57.98,0.0,23.04,99.76,0.43,24.63,28.98,71.93,8.53,40.53,0.714
7.5,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,49.55,0.617
6.13,19.22,46.47,0.64,33.78,98.87,0.38,35.73,33.9,71.78,8.95,47.75,0.664
2.82,21.8,57.98,0.0,23.04,99.76,0.43,24.63,28.98,71.93,8.53,35.34,0.714
8.24,19.22,46.47,0.64,33.78,98.87,0.38,35.73,33.9,71.78,8.95,50.12,0.664
5.47,19.22,46.47,0.64,33.78,98.87,0.38,35.73,33.9,71.78,8.95,43.8,0.664
4.63,16.28,52.54,0.37,28.23,99.61,0.4,25.04,29.7,74.21,8.57,41.57,0.717
6.14,16.28,52.54,0.37,28.23,99.61,0.4,25.04,29.7,74.21,8.57,41.49,0.717
3.24,17.54,66.78,0.05,19.02,99.88,0.42,12.41,22.32,72.5,6.51,36.39,0.774
4.16,16.28,52.54,0.37,28.23,99.61,0.4,25.04,29.7,74.21,8.57,39.01,0.717
4.3,16.29,55.51,0.0,23.71,99.63,0.42,19.64,27.48,75.66,6.9,41.19,0.725
0.89,11.0,85.41,0.0,5.97,100.0,0.49,2.56,10.81,78.88,5.23,37.11,0.894
2.71,17.54,66.78,0.05,19.02,99.88,0.42,12.41,22.32,72.5,6.51,37.81,0.774
2.95,21.8,57.98,0.0,23.04,99.76,0.43,24.63,28.98,71.93,8.53,40.75,0.714
0.96,9.16,82.52,0.0,6.61,100.0,0.5,5.17,11.55,75.32,4.35,32.2,0.866
5.38,19.22,46.47,0.64,33.78,98.87,0.38,35.73,33.9,71.78,8.95,50.99,0.664
4.47,16.28,52.54,0.37,28.23,99.61,0.4,25.04,29.7,74.21,8.57,40.57,0.717
1.57,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,33.87,0.832
2.17,17.54,66.78,0.05,19.02,99.88,0.42,12.41,22.32,72.5,6.51,46.8,0.774
5.21,21.8,57.98,0.0,23.04,99.76,0.43,24.63,28.98,71.93,8.53,43.72,0.714
1.65,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,36.91,0.832
6.97,19.22,46.47,0.64,33.78,98.87,0.38,35.73,33.9,71.78,8.95,44.3,0.664
2.75,17.54,66.78,0.05,19.02,99.88,0.42,12.41,22.32,72.5,6.51,36.39,0.774
1.87,17.54,66.78,0.05,19.02,99.88,0.42,12.41,22.32,72.5,6.51,36.03,0.774
0.53,4.62,94.08,0.0,1.15,100.0,0.42,1.43,2.81,77.25,3.35,30.29,0.943
9.22,22.35,42.06,0.0,32.91,88.73,0.42,36.29,33.65,74.37,7.37,49.12,0.654
10.08,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,50.56,0.676
10.07,22.35,42.06,0.0,32.91,88.73,0.42,36.29,33.65,74.37,7.37,52.22,0.654
9.2,17.52,39.88,0.77,41.85,93.83,0.42,39.78,37.79,72.73,8.18,47.28,0.65
3.07,22.35,42.06,0.0,32.91,88.73,0.42,36.29,33.65,74.37,7.37,49.77,0.654
4.42,17.52,39.88,0.77,41.85,93.83,0.42,39.78,37.79,72.73,8.18,47.66,0.65
0.55,5.87,93.03,0.0,1.4,100.0,0.43,0.69,5.33,76.63,4.96,34.77,0.929
1.0,11.29,86.04,0.0,6.38,100.0,0.46,5.06,9.33,77.9,4.62,32.82,0.876
5.09,22.35,42.06,0.0,32.91,88.73,0.42,36.29,33.65,74.37,7.37,45.77,0.654
6.13,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,50.94,0.676
6.82,22.35,42.06,0.0,32.91,88.73,0.42,36.29,33.65,74.37,7.37,44.05,0.654
6.52,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,41.44,0.676
6.27,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,43.71,0.676
5.85,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,40.24,0.676
9.26,22.35,42.06,0.0,32.91,88.73,0.42,36.29,33.65,74.37,7.37,50.58,0.654
7.18,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,43.78,0.676
8.2,22.35,42.06,0.0,32.91,88.73,0.42,36.29,33.65,74.37,7.37,51.56,0.654
7.35,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,46.5,0.676
5.53,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,43.39,0.676
4.67,15.8,60.11,0.0,20.4,100.0,0.46,15.02,25.5,76.11,5.85,38.79,0.768
